# 20251203
callsign,member_id,valid_from,valid_to
K1JT,﻿00000,,
OE4VIE,00001,,
OE6VIE,00001,,
OE3SGU,00002,,
OE1SGU,00002,,
OE4YLA,00003,,
9A3YLA,00003,,
OE6ZLA,00003,,
OE6YLA,00003,,
DJ6OI,00004,,
ON4VT,00005,,
F1ABL,00006,,
N1SER,00007,,
WB4QOJ,00008,,
IX1AMY,00009,,
N2ADV,00010,,
UA1ZFG,00011,,
N6OIL,00012,,
OH3LCH,00013,,
KB1WLB,00014,,
N0SMX,00015,,
PA7RA,00016,,
YO3BIZ,00017,,
PU2MNQ,00018,,
N3JIX,00019,,
WC3B,00019,,
K7ZOV,00020,,
N0MXI,00021,,
NR0W,00021,,
KD5FOY,00022,,
UR5WCA,00023,,
KK3Q,00024,,
CX5RZ,00025,,
M0FLF,00026,,
KG6SVF,00027,,
YE1AR,00028,,
NO1R,00029,,
ON3LA,00030,,
N7MDW,00031,,
VE3CGR,00032,,
DO1IP,00033,,
W8RD,00034,,
N8CGY,00035,,
NQ6Y,00036,,
IK2HNG,00037,,
YC4GBN,00038,,
YB4GBN,00038,,
PA3HIZ,00039,,
VE9DX,00040,,
K4CGA,00041,,
ON3LX,00042,,
ON8LX,00042,,
PD1AW,00043,,
VE9ZZ,00044,,
K8PJK,00045,,
VE30039SWL,00046,,
PU4MHO,00047,,
PU5IKE,00048,,
KJ0I,00049,,
N5SDD,00050,,
CT1FOQ,00051,,
SP7SMF,00052,,
MM6BYB,00053,,
PE1PIN,00054,,
WB2QJ,00055,,
K7SKE,00056,,
SP8SN,00057,,
PA3CQF,00058,,
KE4SU,00059,,
DK8MCT,00060,,
KG5GCC,00061,,
IK1QEW,00062,,
YV5AJI,00063,,
K4NDN,00064,,
YO8SEP,00065,,
W6AAJ,00066,,
VE3NPI,00067,,
KC2P,00068,,
PD0NUD,00069,,
WS2K,00070,,
CE6UBP,00071,,
W6PD,00072,,
OH1MN,00073,,
PU2YXW,00074,,
JA1OZZ,00075,,
HA4VI,00076,,
W6MJS,00077,,
KG2C,00078,,
KA1DAX,00079,,
KF7YBT,00080,,
W8KER,00081,,
N4SRN,00082,,
EA5WO,00083,,
9A9Y,00084,,
MI0ULK,00085,,
HS7WMU,00086,,
VK2RT,00087,,
W2GLH,00088,,
4F4IX,00089,,
KA1OWC,00090,,
KV8P,00091,,
W1DGL,00092,,
W4WNT,00093,,
K3NP,00094,,
YE4IJ,00095,,
WA2NDV,00096,,
LU5FF,00097,,
K8MDA,00098,,
4F3BZ,00099,,
KI4SHC,00100,,
JH1DIS,00101,,
K8JEH,00102,,
JA5FNX,00103,,
K1BBA,00104,,
OM5NA,00105,,
VK3XZ,00106,,
SQ4KKG,00107,,
M1BCM,00108,,
YC2VOC,00109,,
F4HHL,00110,,
9A2MF,00111,,
M0GGO,00112,,
DU1OE,00113,,
US5LOC,00114,,
IU4DTV,00115,,
DK7OG,00116,,
IU1BSV,00117,,
ON3MK,00118,,
VE3TMT,00119,,
JE6JNC,00120,,
